"No.","Time","Source","Destination","Protocol","Length","Info"
"2013","23.624155197","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2014","23.624197235","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=291567 Win=140288 Len=0 TSval=986382758 TSecr=1176364074"
"2015","23.626030254","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=291567 Ack=8588 Win=90112 Len=1208 TSval=1176364077 TSecr=986382712 [TCP PDU reassembled in 2017]"
"2016","23.626030424","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=292775 Ack=8588 Win=90112 Len=1208 TSval=1176364078 TSecr=986382712 [TCP PDU reassembled in 2017]"
"2017","23.626030450","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2018","23.626030499","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=295191 Ack=8588 Win=90112 Len=1208 TSval=1176364078 TSecr=986382712 [TCP PDU reassembled in 2032]"
"2019","23.626030526","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=296399 Ack=8588 Win=90112 Len=1208 TSval=1176364078 TSecr=986382712 [TCP PDU reassembled in 2032]"
"2020","23.626030552","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=297607 Ack=8588 Win=90112 Len=1208 TSval=1176364078 TSecr=986382712 [TCP PDU reassembled in 2032]"
"2021","23.626030579","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=298815 Ack=8588 Win=90112 Len=1208 TSval=1176364078 TSecr=986382712 [TCP PDU reassembled in 2032]"
"2022","23.626054605","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=293983 Win=152576 Len=0 TSval=986382760 TSecr=1176364077"
"2023","23.626081498","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=300023 Win=147456 Len=0 TSval=986382760 TSecr=1176364078"
"2024","23.644940118","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  36756 [ACK] Seq=447843 Ack=13421 Win=192512 Len=0 TSval=2540429902 TSecr=1483567221"
"2025","23.644940434","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  36756 [ACK] Seq=447843 Ack=13446 Win=192512 Len=0 TSval=2540429902 TSecr=1483567221"
"2026","23.644940485","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.2","110","Application Data"
"2027","23.644940514","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  36756 [FIN, ACK] Seq=447867 Ack=13446 Win=192512 Len=0 TSval=2540429902 TSecr=1483567221"
"2028","23.644975700","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TCP","74","36756  >  443 [RST] Seq=13446 Win=0 Len=0"
"2029","23.644988282","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","TCP","74","36756  >  443 [RST] Seq=13446 Win=0 Len=0"
"2030","23.647259036","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","QUIC","436","Protected Payload (KP0), DCID=1106010005a1d7bbc40971d695dab414dd1ce530"
"2031","23.647495135","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=300023 Ack=8588 Win=90112 Len=1208 TSval=1176364100 TSecr=986382715 [TCP PDU reassembled in 2032]"
"2032","23.647495298","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2033","23.647495350","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=302439 Ack=8588 Win=90112 Len=1208 TSval=1176364100 TSecr=986382715 [TCP PDU reassembled in 2049]"
"2034","23.647495395","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=303647 Ack=8588 Win=90112 Len=1208 TSval=1176364100 TSecr=986382715 [TCP PDU reassembled in 2049]"
"2035","23.647495434","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=304855 Ack=8588 Win=90112 Len=1208 TSval=1176364100 TSecr=986382715 [TCP PDU reassembled in 2049]"
"2036","23.647495465","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=306063 Ack=8588 Win=90112 Len=1208 TSval=1176364100 TSecr=986382715 [TCP PDU reassembled in 2049]"
"2037","23.647515721","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=302439 Win=152576 Len=0 TSval=986382781 TSecr=1176364100"
"2038","23.647529729","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=307271 Win=148480 Len=0 TSval=986382781 TSecr=1176364100"
"2039","23.647902615","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","QUIC","1120","Protected Payload (KP0), DCID=1106010005a1d7bbc40971d695dab414dd1ce530"
"2040","23.648080499","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","QUIC","1118","Protected Payload (KP0), DCID=1106010005a1d7bbc40971d695dab414dd1ce530"
"2041","23.649280532","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=307271 Ack=8588 Win=90112 Len=1208 TSval=1176364101 TSecr=986382715 [TCP PDU reassembled in 2049]"
"2042","23.649280583","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=308479 Ack=8588 Win=90112 Len=1208 TSval=1176364101 TSecr=986382715 [TCP PDU reassembled in 2049]"
"2043","23.649280621","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=309687 Ack=8588 Win=90112 Len=1208 TSval=1176364101 TSecr=986382715 [TCP PDU reassembled in 2049]"
"2044","23.649280648","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=310895 Ack=8588 Win=90112 Len=1208 TSval=1176364102 TSecr=986382734 [TCP PDU reassembled in 2049]"
"2045","23.649280693","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=312103 Ack=8588 Win=90112 Len=1208 TSval=1176364102 TSecr=986382734 [TCP PDU reassembled in 2049]"
"2046","23.649280719","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=313311 Ack=8588 Win=90112 Len=1208 TSval=1176364102 TSecr=986382734 [TCP PDU reassembled in 2049]"
"2047","23.649292315","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=309687 Win=152576 Len=0 TSval=986382783 TSecr=1176364101"
"2048","23.649307700","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=314519 Win=153600 Len=0 TSval=986382783 TSecr=1176364101"
"2049","23.652154146","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2050","23.652154194","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=315727 Ack=8588 Win=90112 Len=1208 TSval=1176364102 TSecr=986382734 [TCP PDU reassembled in 2058]"
"2051","23.652154220","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=316935 Ack=8588 Win=90112 Len=1208 TSval=1176364102 TSecr=986382734 [TCP PDU reassembled in 2058]"
"2052","23.652154268","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=318143 Ack=8588 Win=90112 Len=1208 TSval=1176364103 TSecr=986382734 [TCP PDU reassembled in 2058]"
"2053","23.652154294","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=319351 Ack=8588 Win=90112 Len=1208 TSval=1176364103 TSecr=986382734 [TCP PDU reassembled in 2058]"
"2054","23.652154321","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=320559 Ack=8588 Win=90112 Len=1208 TSval=1176364103 TSecr=986382734 [TCP PDU reassembled in 2058]"
"2055","23.652154355","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1342","Initial, DCID=4e5649, SCID=72cf86330c59feac67139ae34ab994d4bd, PKN: 0, ACK, PADDING"
"2056","23.652154389","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=321767 Ack=8588 Win=90112 Len=1208 TSval=1176364104 TSecr=986382734 [TCP PDU reassembled in 2058]"
"2057","23.652211564","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=322975 Win=147456 Len=0 TSval=986382786 TSecr=1176364102"
"2058","23.655343957","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","2502","Application Data"
"2059","23.655344027","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1342","Initial, DCID=4e5649, SCID=72cf86330c59feac67139ae34ab994d4bd, PKN: 1, ACK, CRYPTO, PADDING"
"2060","23.655344085","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1342","Handshake, DCID=4e5649, SCID=72cf86330c59feac67139ae34ab994d4bd"
"2061","23.655344112","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1342","Handshake, DCID=4e5649, SCID=72cf86330c59feac67139ae34ab994d4bd"
"2062","23.655344139","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1342","Handshake, DCID=4e5649, SCID=72cf86330c59feac67139ae34ab994d4bd"
"2063","23.655344166","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","909","Handshake, DCID=4e5649, SCID=72cf86330c59feac67139ae34ab994d4bd"
"2064","23.655344192","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=325391 Ack=8588 Win=90112 Len=1208 TSval=1176364105 TSecr=986382734 [TCP PDU reassembled in 2073]"
"2065","23.655354634","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=325391 Win=152576 Len=0 TSval=986382789 TSecr=1176364104"
"2066","23.655372700","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=326599 Ack=8588 Win=90112 Len=1208 TSval=1176364105 TSecr=986382734 [TCP PDU reassembled in 2073]"
"2067","23.655372736","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=327807 Ack=8588 Win=90112 Len=1208 TSval=1176364105 TSecr=986382734 [TCP PDU reassembled in 2073]"
"2068","23.655372783","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=329015 Ack=8588 Win=90112 Len=1208 TSval=1176364105 TSecr=986382734 [TCP PDU reassembled in 2073]"
"2069","23.655372810","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=330223 Ack=8588 Win=90112 Len=1208 TSval=1176364105 TSecr=986382734 [TCP PDU reassembled in 2073]"
"2070","23.655372839","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=331431 Ack=8588 Win=90112 Len=1208 TSval=1176364105 TSecr=986382734 [TCP PDU reassembled in 2073]"
"2071","23.655372864","2a04:4e42::272","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","867","Protected Payload (KP0), DCID=4e5649"
"2072","23.655372891","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=332639 Ack=8588 Win=90112 Len=1208 TSval=1176364106 TSecr=986382734 [TCP PDU reassembled in 2073]"
"2073","23.655372918","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2074","23.655389574","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=335055 Ack=8588 Win=90112 Len=1208 TSval=1176364106 TSecr=986382734 [TCP PDU reassembled in 2087]"
"2075","23.655389613","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=336263 Ack=8588 Win=90112 Len=1208 TSval=1176364107 TSecr=986382734 [TCP PDU reassembled in 2087]"
"2076","23.655389650","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=337471 Ack=8588 Win=90112 Len=1208 TSval=1176364107 TSecr=986382734 [TCP PDU reassembled in 2087]"
"2077","23.655389696","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=338679 Ack=8588 Win=90112 Len=1208 TSval=1176364107 TSecr=986382734 [TCP PDU reassembled in 2087]"
"2078","23.655389723","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=339887 Ack=8588 Win=90112 Len=1208 TSval=1176364108 TSecr=986382734 [TCP PDU reassembled in 2087]"
"2079","23.655389751","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=341095 Ack=8588 Win=90112 Len=1208 TSval=1176364108 TSecr=986382734 [TCP PDU reassembled in 2087]"
"2080","23.655389782","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=342303 Ack=8588 Win=90112 Len=1208 TSval=1176364108 TSecr=986382734 [TCP PDU reassembled in 2087]"
"2081","23.655404109","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=343511 Win=138240 Len=0 TSval=986382789 TSecr=1176364105"
"2082","23.656443907","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","QUIC","166","Handshake, DCID=72cf86330c59feac67139ae34ab994d4bd, SCID=4e5649"
"2083","23.658763049","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","QUIC","273","Protected Payload (KP0), DCID=72cf86330c59feac67139ae34ab994d4bd"
"2084","23.658788041","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","QUIC","133","Protected Payload (KP0), DCID=72cf86330c59feac67139ae34ab994d4bd"
"2085","23.659357011","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a04:4e42::272","QUIC","656","Protected Payload (KP0), DCID=72cf86330c59feac67139ae34ab994d4bd"
"2086","23.662028642","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=343511 Ack=8588 Win=90112 Len=1208 TSval=1176364108 TSecr=986382748 [TCP PDU reassembled in 2087]"
"2087","23.662028859","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2088","23.662028887","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=345927 Ack=8588 Win=90112 Len=1208 TSval=1176364108 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2089","23.662028939","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=347135 Ack=8588 Win=90112 Len=1208 TSval=1176364109 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2090","23.662028968","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=348343 Ack=8588 Win=90112 Len=1208 TSval=1176364109 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2091","23.662028997","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=349551 Ack=8588 Win=90112 Len=1208 TSval=1176364109 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2092","23.662029026","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=350759 Ack=8588 Win=90112 Len=1208 TSval=1176364110 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2093","23.662029056","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=351967 Ack=8588 Win=90112 Len=1208 TSval=1176364110 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2094","23.662051729","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=345927 Win=152576 Len=0 TSval=986382796 TSecr=1176364108"
"2095","23.662069302","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=353175 Ack=8588 Win=90112 Len=1208 TSval=1176364110 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2096","23.662069365","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=354383 Ack=8588 Win=90112 Len=1208 TSval=1176364111 TSecr=986382748 [TCP PDU reassembled in 2097]"
"2097","23.662069391","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2098","23.662069418","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=356799 Ack=8588 Win=90112 Len=1208 TSval=1176364111 TSecr=986382748 [TCP PDU reassembled in 2104]"
"2099","23.662069445","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=358007 Ack=8588 Win=90112 Len=1208 TSval=1176364111 TSecr=986382748 [TCP PDU reassembled in 2104]"
"2100","23.662069472","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=359215 Ack=8588 Win=90112 Len=1208 TSval=1176364111 TSecr=986382748 [TCP PDU reassembled in 2104]"
"2101","23.662099067","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=360423 Win=140288 Len=0 TSval=986382796 TSecr=1176364108"
"2102","23.664609451","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=360423 Ack=8588 Win=90112 Len=1208 TSval=1176364111 TSecr=986382748 [TCP PDU reassembled in 2104]"
"2103","23.664609730","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=361631 Ack=8588 Win=90112 Len=1208 TSval=1176364112 TSecr=986382748 [TCP PDU reassembled in 2104]"
"2104","23.664609758","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2105","23.664609810","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=364047 Ack=8588 Win=90112 Len=1208 TSval=1176364112 TSecr=986382748 [TCP PDU reassembled in 2108]"
"2106","23.664609838","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=365255 Ack=8588 Win=90112 Len=1208 TSval=1176364113 TSecr=986382748 [TCP PDU reassembled in 2108]"
"2107","23.664609867","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=366463 Ack=8588 Win=90112 Len=1208 TSval=1176364113 TSecr=986382748 [TCP PDU reassembled in 2108]"
"2108","23.664609895","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2109","23.664609924","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=368879 Ack=8588 Win=90112 Len=1208 TSval=1176364114 TSecr=986382748 [TCP PDU reassembled in 2111]"
"2110","23.664627239","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=362839 Win=152576 Len=0 TSval=986382798 TSecr=1176364111"
"2111","23.664641781","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.3","1294","Application Data"
"2112","23.664641850","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=371295 Ack=8588 Win=90112 Len=1208 TSval=1176364114 TSecr=986382748 [TCP PDU reassembled in 2121]"
"2113","23.664641876","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=372503 Ack=8588 Win=90112 Len=1208 TSval=1176364114 TSecr=986382748 [TCP PDU reassembled in 2121]"
"2114","23.664641903","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [ACK] Seq=373711 Ack=8588 Win=90112 Len=1208 TSval=1176364114 TSecr=986382748 [TCP PDU reassembled in 2121]"
"2115","23.664676724","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","TCP","86","38062  >  443 [ACK] Seq=8588 Ack=374919 Win=142336 Len=0 TSval=986382798 TSecr=1176364112"
"2116","23.668445188","2600:9000:2394:fe00:1d:d7f6:39d5:bd01","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1294","443  >  38062 [PSH, ACK] Seq=374919 Ack=8588 Win=90112 Len=1208 TSval=1176364114 TSecr=986382748 [TCP PDU reassembled in 2121]"
